ucid,docket_text,labels
iasd;;4:17-cr-00060,SEALED JUDGMENT as to Lacey M. Nicolino. (jpr) (Entered: 08/10/2017),judgment|sealed
iasd;;4:17-cr-00140,"PROPOSED Stipulated Discovery and Protective Order by USA as to Jerome Markus Okha (Wendel, Clifford) (Entered: 08/22/2017)",bilateral|order|proposed|stipulation
idd;;2:17-cr-00042,"RESPONSE by USA as to dft Timothy James Roe United States' Discovery Response and Demand for Reciprocal Discovery (Cook, Nancy)",response
ilnd;;1:04-cr-01091,"ORDER as to Michael S Jehle Signed by the Honorable Matthew F. Kennelly on 8/14/13. (las, ) (Entered: 08/15/2013)",order
ilnd;;1:13-cr-00406,"RESPONSE by USA as to Jimmie Sesson regarding MOTION by Jimmie Sesson DEFENDANT JIMMIE SESSOM'S MOTION TO REOPEN THE SUPPRESSION HEARING 50 (Pillay, Shoba) (Entered: 03/13/2014)",response
ilsd;;3:16-cr-30114,Interpreter Melody Nelson scheduled for hearing set for 12/1/2016 at 11:00 AM as to Mario A Rodriguez-Escalera. (lmt) (Entered: 11/14/2016),
ilsd;;3:17-cr-30120,"ORDER re 176 Motion to Produce Sealed PSR and for an Extension of Time to File Reply filed by Defendant Anthonette Strowder. The United States Probation Office has informed the Court that it is sending counsel a copy of the sealed Presentence Investigation Report. Accordingly, that portion of the motion is DENIED as moot. Defendant's motion for an extension of time is GRANTED. Defendant shall file a reply in support of compassionate release on or before August 28, 2020. Signed by Chief Judge Nancy J. Rosenstengel on 8/24/2020. (mlp) THIS TEXT ENTRY IS AN ORDER OF THE COURT. NO FURTHER DOCUMENTATION WILL BE MAILED. (Entered: 08/24/2020)",order
innd;;2:17-cr-00171,"ORDER taking under advisement 23 Motion to Withdraw as Attorney as to Ruby Toosevich (1). Motion Hearing set for 6/20/2018 09:00 AM in US District Court - Hammond before Magistrate Judge John E Martin. The Defendant, Ruby Toosevich, is ORDERED to appear in person. Text entry order. By Magistrate Judge John E Martin on 6/18/2018. (smb) (Entered: 06/18/2018)",order
ksd;;5:16-cr-40043,"RETURN OF SERVICE of Notice of Forfeiture served on Destiny Fuller as to Michael Scott Blake (Smith, Aaron) (Entered: 01/26/2017)",
ksd;;5:16-cr-40078,"MOTION to Appoint Counsel (co-counsel) by Maurice L. Stewart. (Kerns, John) (Entered: 04/19/2017)",motion|motion to appoint counsel
kyed;;6:17-cr-00007,Conflict Check run. (JMB) (Entered: 02/16/2017),
lamd;;3:17-cr-00125,ORDER granting 10 MOTION FOR ENTRY OF PRELIMINARY ORDER OF FORFEITURE as to Andrew Easterly (1). Signed by Chief Judge Brian A. Jackson on 2/22/2018. (KAH) (Entered: 02/23/2018),order
lawd;;6:17-cr-00167,"ORDER Setting Conditions of Release as to Wesley Ballew (1) Personal Recognizance Bond. Signed by Magistrate Judge Patrick J Hanna on 7/19/2017. (crt,Alexander, E) (Entered: 07/21/2017)",order
mdd;;8:17-cr-00524,"MOTION and ORDER Sealing Case as to Antonio Raymond Leach. Signed by Magistrate Judge Timothy J. Sullivan on 10/11/2017. (kns, Deputy Clerk) (Entered: 10/12/2017)",motion|motion to seal|order
mied;;4:16-cr-20487,ORDER SCHEDULING A DETENTION HEARING AND FOR TEMPORARY DETENTION as to Robert Steven Burton. Signed by Magistrate Judge Mona K. Majzoub. (LHos) (Entered: 08/22/2016),order
miwd;;2:16-cr-00015,"ORDER granting motion to dismiss Count 2 of the indictment 25 as to Rodney Vernon Conn (1) ; signed by Magistrate Judge Timothy P. Greeley (Magistrate Judge Timothy P. Greeley, cam) (Entered: 10/20/2016)",granting motion to dismiss|order
miwd;;1:17-cr-00113,INDICTMENT as to Florencio Reyes-Oxlaj (ns) (Entered: 05/16/2017),indictment
mnd;;0:16-cr-00232,"Second MOTION for Extension of Time to File Position Pleadings by Morgan James Baumann. (Hunter, Craig) (Entered: 03/07/2017)",motion|motion for time extension
moed;;1:17-cr-00079,"ACCEPTANCE TO PRESENTENCE INVESTIGATION REPORT by Curtis Lee Phelps (Poore, Curtis) (Entered: 11/02/2018)",report
mowd;;4:17-cr-00181,"MOTION to continue by Jeremy C. Brooks. Suggestions in opposition/response due by 1/2/2019 unless otherwise directed by the court. (English, Allison) (Entered: 12/18/2018)",motion|motion to continue
nced;;5:16-cr-00196,"Motion submitted to District Judge Terrence W. Boyle as to Cedric Antwyon McAuley regarding: 36 MOTION for Forfeiture of Property. (Downing, L.) (Entered: 01/17/2017)",
nced;;5:16-cr-00194,"ORDER OF FORFEITURE filed in open court as to Gabriel Gonzalez-Leal. Signed by Senior Judge W. Earl Britt on 1/30/2017. (Marsh, K) (Entered: 02/06/2017)",order
ncmd;;1:17-cr-00267,"SEALED FINANCIAL AFFIDAVIT by DASHAWN JAMAL CHAPMAN (Taylor, Abby) (Entered: 09/06/2017)",sealed
ncmd;;1:17-cr-00211,"ORDER signed by MAG/JUDGE L. PATRICK AULD on 8/14/2017; Assistant Federal Public Defender Gregory Davis is directed to provide representation in this action as of July 3, 2017. (Sheets, Jamie) (Entered: 08/14/2017)",order
ncmd;;1:16-cr-00055,"PETITION for Writ of Habeas Corpus ad prosequendum by USA as to LAMONT DEPREE CRAWLEY. (DEFRANCO, MICHAEL) (Entered: 03/29/2016)",habeas corpus ad prosequendum|petition|petition for habeas corpus
ndd;;1:17-cr-00162,"ORDER APPOINTING FEDERAL PUBLIC DEFENDER as to Christopher L. Coon by Magistrate Judge Charles S. Miller, Jr. (BG) (Entered: 08/24/2017)",order
ndd;;1:17-cr-00059,ORDER by Chief Judge Daniel L. Hovland denying 3 Motion for Reconsideration as to George Artem (1) (MM) Distributed on 3/20/2017 (cjs). (Entered: 03/20/2017),order
nmd;;2:16-cr-00344,Clerk's Minutes for proceedings held before Magistrate Judge Carmen E. Garza: Initial Appearance/Detention Hearing as to Jorge Vazquez-Guzman held on 1/19/2016 (Recording Info: LCR-Sierra Blanca) (Interpreter: Velia Salinas) (jv*) [2:16-mj-00164-CG] (Entered: 01/19/2016),minute entry
nvd;;2:16-cr-00223,"SEALED Form 12C - PETITION for Warrant/Summons for Offender Under Supervision as to Amelio Che Medina. (Attachments: # 1 Judgment, # 2 Warrant) (Simonetti, Gloria) Unsealed on 10/10/2017 per #10 Minutes of Proceedings. (AC) (Entered: 10/04/2017)",petition|sealed
nvd;;3:16-cr-00031,NOTICE - Defendant Adolfo Villasenor-Orduna instructed to contact US Probation Office re PSI report. (DRM) (Entered: 08/17/2016),notice
nyed;;1:17-cr-00150,"Minute Entry for proceedings held before Judge Nicholas G. Garaufis: Video Conference Re-Sentencing held on 5/21/2020 for Serafin Lucero (1). Re-Sentencing held but needs to be continued on May 22, 2020 at 2:00 pm. (Court Reporter Linda Marino) (Lee, Tiffeny) (Entered: 06/16/2020)",minute entry
nyed;;1:16-cr-00082,"TRANSFER OF JURISDICTION for Supervision of Release Mark Daniel. Received certified copies of indictment, judgment and docket sheet from District of Maine. (Rodriguez, Lori) (Entered: 02/26/2016)",transfer
nyed;;1:16-cr-00306,"TRANSFER OF JURISDICTION REQUEST as to Alejandro Aguilar To Central District of California/From Eastern District of New York. Awaiting acceptance and signature.(So Ordered by USDJ Kiyo A. Matsumoto, dated 3/7/19) (Galeano, Sonia) (Entered: 03/08/2019)",transfer
nynd;;1:17-cr-00097,COMPLAINT as to Sean T. Dubanowich (1). (tab) [1:17-mj-00058-CFH] (Entered: 02/08/2017),complaint
nynd;;1:16-cr-00096,"STIPULATION AND ORDER TO CONTINUE - Ends of Justice as to Mackenzie Stacey Time excluded from 11/1/17 until 1/29/18: The Jury Trial is set for 2/26/2018 at 09:30 AM in Albany before U.S. District Judge Mae A. D'Agostino; The final Pretrial Conference is set for 2/20/2018 at 10:00 AM in Albany before U.S. District Judge Mae A. D'Agostino; Pretrial Submissions are due by 2/12/2018; A change of plea shall be entered on or before 2/9/18; Motions to be filed by 1/16/2018, and shall be made returnable on February 20, 2018 (ON SUBMIT) before Judge D'Agostino; Discovery by USA due 1/3/18; Reciprocal Discovery by the defendant due 1/10/18. Signed by U.S. District Judge Mae A. D'Agostino on 11/1/2017. (ban) (Entered: 11/01/2017)",bilateral|order|stipulation
ohsd;;1:16-cr-00092,"PLEA AGREEMENT as to Correy Cavins (Attachments: # 1 Exhibit Statement of Facts) (Muncy, Christy) Modified on 7/26/2018 (jlm). (Entered: 07/26/2018)",plea agreement
ohsd;;3:16-cr-00012,"NOTICE OF HEARING as to Robert Henry, II: Sentencing has been rescheduled for for 9/27/2016 at 1:30 PM in Courtroom 2 - Dayton before Judge Thomas M. Rose. (ep) (Entered: 08/11/2016)",notice|notice of hearing
ohsd;;1:16-cr-00041,"Minute Entry & Notation Order: This case came before the Court for a status conference by telephone on 12/27/2016 at 1:30 p.m. Attorneys Tim Mangan and Brad Kraemer participated. The case against co-Defendant Luis Martinez Melo (2) was transferred to the Eastern District of Tennessee, for disposition pursuant to Fed. R. Crim. P. 20. As to Defendant Luis Caseres-Duarte (1), the Government states, and Defendant confirms, that all discovery was previously provided and that the parties are currently engaged in plea negotiations. Defense counsel stated that the case is likely to resolve by way of a plea agreement. The Court sets this case for a status conference by telephone on 1/27/2017 at 10:00 a.m. COUNSEL SHALL CALL: 1-888-684-8852; Access Code: 8411435; Security Code 123456, and wait for the Court to join the conference. If, prior to the conference, the parties have filed a signed plea agreement, the Court will convert the status conference to a change of plea hearing. As the parties are engaged in active plea negotiations, the time elapsing from 12/27/2016 through 1/27/2017 shall be EXCLUDED from the speedy trial computation. United States v. Montgomery, 395 F. App'x 177, 182 (6th Cir. 2010) (""plea negotiations are an example of 'other proceedings' not specifically listed in § 3161(h)(1) which may be excluded from the Speedy Trial Act calculation""). IT IS SO ORDERED. (Court Reporter: Mary Ann Ranz (Official)) (mr) (Entered: 12/27/2016)",minute entry|order
ohsd;;2:17-cr-00059,Consent to Plead Guilty Before a U.S. Magistrate Judge as to Ray Cornell Young. (jr) (Entered: 03/27/2017),bilateral
paed;;2:19-cr-00414,"Minute Entry for proceedings held before CHIEF JUDGE JUAN R. SANCHEZ in Courtroom 14B: Sentencing held on 6/24/2021 for BAHAA DAWARA (2), Count(s) 1, IMPRISONMENT: 108 MONTHS; SUPERVISED RELEASE: 60 MONTHS; RESTITUTION: $22,209,727.00; SPECIAL ASSESSMENT: $200. Court Reporter: ESR. (tomg, ) (Entered: 06/29/2021)",minute entry|sentence
paed;;2:11-cr-00682,"CJA 20 AS TO TYRAE ASKINS: APPOINTMENT OF ATTORNEY for TYRAE ASKINS. Signed by MAGISTRATE JUDGE THOMAS J. RUETER on 11/30/2011.12/1/2011 Entered. (ap, ) (Entered: 12/01/2011)",
pamd;;1:16-cr-00360,INDICTMENT as to Michael Depugh-King (1) counts 1 & 2. (pjr) (Entered: 12/08/2016),indictment
pawd;;2:17-cr-00038,***Terminated Case (jhi) (Entered: 06/20/2017),
pawd;;2:17-cr-00133,"REQUEST FOR SUMMONS as to JULIE L. BOWSER to appear for arraignment. Defendant to Post Unsecured bond in the amount of $10,000. Arraignment set for 6/6/2017 09:30 AM in Courtroom 9C before Magistrate Judge Maureen P. Kelly. (jsp) (Entered: 05/18/2017)",
prd;;3:17-cr-00571,"Minute Entry for proceedings held before US Magistrate Judge Marcos E. Lopez: Change of Plea Hearing as to Andres Rivera-Camacho (1) held on 3/18/2019. Present were AUSA Jeanette Collazo and AFPD Hector Ramos. Defendant was present in court, under custody and assisted by the certified court interpreter. Consent to proceed before USMJ and waiver of JT was approved. Defendant was found competent to understand the proceedings. Defendant was advised of the maximum penalties he is facing, his constitutional rights, consequences of waiving his constitutional rights and the applicable statutory guidelines. POG entered as to counts 1 and 3 of the Indictment. The Magistrate Judge will recommend that a plea of guilty be accepted as to counts 1 and 3. R&R will be issued. PSR to be prepared. Sentencing Hearing is set for 7/16/2019 at 09:00 AM in Old San Juan Courtroom before Judge Gustavo A. Gelpi. Defendant to remain under custody. (Court Reporter DCR / Courtroom 10.) Hearing set for 03:15. Hearing held at 03:34. Hearing ended at 04:08. Interpreter Sylvia Zetterstrand. (jjr) (Entered: 03/18/2019)",minute entry
prd;;3:17-cr-00616,"ORDER re 41 Motion for Leave to Appeal In Forma Pauperis as to Carlos Abreu-Garcia (1): GRANTED. Defendant Abreu-Garcia may appeal in forma pauperis. This order will be transmitted to the court of appeals forthwith. See, the court of appeals' order at docket no. 40. Signed by Judge Francisco A. Besosa on 09/11/2018. (brc) (Entered: 09/11/2018)",order
scd;;2:17-cr-00961,"NOTICE OF FILING OF OFFICIAL TRANSCRIPT of Cross-examination of Kamal Backman as to Tevin Jawaun Glover held on 10-16-18, before Judge Richard M. Gergel. Court Reporter/Transcriber Debra Potocki, Telephone number/E-mail potockidebra@bellsouth.net. Transcript may be viewed at the court public terminal or purchased through the Court Reporter/Transcriber before the deadline for Release of Transcript Restriction. After that date it may be obtained through PACER. Parties have 7 calendar days from the filing of the transcript to file with the court a Notice of Intent to Request Redaction. Redaction Request due 2/19/2019. Redacted Transcript Deadline set for 3/1/2019. Release of Transcript Restriction set for 4/29/2019. (dpotocki, ) (Entered: 01/29/2019)",notice|notice of filing
sdd;;4:16-cr-40022,"FINAL PRESENTENCE REPORT as to Mary Jo Flammond. (Canter, Scott) (Entered: 05/16/2016)",report
sdd;;5:16-cr-50023,Set Hearings as to Julia Clifford Bad Bear: Change of Plea Hearing set for 6/12/2019 at 11:00 AM in Rapid City Courtroom 2 - Room 236* before US Magistrate Judge Daneta Wollmann. (SC) (Entered: 06/07/2019),
tned;;1:17-cr-00155,"Appearance Bond Entered as to Diana McBryar. (aws, ) (Entered: 12/14/2017)",
tned;;4:17-cr-00007,"TEXT ORDER finding as moot 18 Expedited Motion for Bond as to Roger A. Dobbins (1) for the reasons set forth in Docs. 20 & 21. The hearing previously set on this motion is cancelled. This docket text entry constitutes the complete Order of the Court signed by United States Magistrate Judge Susan K. Lee. (Lee, Susan) (Entered: 09/14/2017)",order
tnwd;;2:17-cr-20182,"REDACTED JUDGMENT IN A CRIMINAL CASE as to Rashad Johnson. Signed by Judge Samuel H. Mays, Jr on 12/15/2017. (Mays, Samuel) (Entered: 12/15/2017)",judgment
txnd;;4:17-cr-00270,FINAL ORDER OF FORFEITURE granting 42 Motion for Final Order of Forfeiture as to Denzel Wayne Crouch (1). (Ordered by Senior Judge Terry R Means on 8/23/2018) (bdb) (Entered: 08/23/2018),order
txnd;;3:17-cr-00069,"NOTICE OF APPEAL to the Fifth Circuit as to 50 Judgment, by Christopher Michael Sevier. T.O. form to appellant electronically at Transcript Order Form or US Mail as appropriate. Copy of NOA to be sent US Mail to parties not electronically noticed. IMPORTANT ACTION REQUIRED: Provide an electronic copy of any exhibit you offered during a hearing or trial that was admitted into evidence to the clerk of the district court within 14 days of the date of this notice. Copies must be transmitted as PDF attachments through ECF by all ECF Users or delivered to the clerk on a CD by all non-ECF Users. See detailed instructions here. (Exception: This requirement does not apply to a Defendant proceeding pro se.) Please note that if original exhibits are in your possession, you must maintain them through final disposition of the case. (Morgan-FPD, Marti) (Entered: 08/21/2019)",notice|notice of appeal
txsd;;7:17-cr-01072,"NOTICE OF ATTORNEY APPEARANCE Azalea Aleman-Bendiks, Federal Public Defender, in case as to Jose Ramos-Lerma, filed.(Aleman-Bendiks, Azalea) [7:17-mj-01112] (Entered: 07/19/2017)",notice|notice of appearance
utd;;2:17-cr-00668,REPORT and ORDER TERMINATING SUPERVISED RELEASE prior to original expiration date as to Shane Michael Cox. Signed by Judge David Nuffer on 12/11/2018.(las) (Entered: 12/11/2017),order|report
vtd;;1:16-cr-00070,"Attorney substitution as to Donald Perkins. Attorney Joseph R. Perella, AUSA for USA substituted for Attorney Michael P. Drescher, AUSA as to USA. Pursuant to notification for the U.S. Attorney's Office. (law) (Entered: 05/20/2016)",
waed;;2:16-cr-00042,"NOTICE OF HEARING - By Court as to Duane Allen Pabst (1). Text entry; no PDF attached. Arraignment/Initial Appearance set for 3/17/2016 at 8:30 AM in Spokane Courtroom 740 before Magistrate Judge John T. Rodgers. (MO, Courtroom Deputy) (Entered: 03/16/2016)",notice|notice of hearing
waed;;2:16-cr-00056,"Arrest Warrant Returned Executed on 4/20/16 as to Nicolas Cruz-Sapoteco (1). (CC, Case Administrator) (Entered: 04/22/2016)",arrest|warrant
wawd;;3:17-cr-05545,CONSENT TO PROCEED BEFORE US MAGISTRATE JUDGE on a Misdemeanor by Austin T Lawler (KEB) (Entered: 12/28/2017),bilateral
wied;;2:17-cr-00155,"MOTION for Extension of Time to File Response to Motion to Suppress by USA as toDavonte T Amos.(Taibleson, Rebecca)",motion|motion for time extension
wiwd;;3:16-cr-00083,"** TEXT ONLY ORDER ** Defendant's attorney reports that he received the FBI's forensic information on January 23, 2017. Therefore, defendant's deadline to file pretrial motions is February 2, 2017. The court will hold a telephonic status conference on February 7, 2017 at 9:00 a.m. with the government initiating the conference call the chambers. Signed by Magistrate Judge Stephen L. Crocker on 1/30/2017. (jls) (Entered: 01/30/2017)",order
wvnd;;3:17-cr-00025,"ORDER OF TEMPORARY DETENTION PENDING HEARING PURSUANT TO BAIL REFORM ACT; temporarily granting 10 Motion for Detention as to Christal Ann Yates (2). Signed by Magistrate Judge Robert W. Trumble on 5/19/2017. Copy emailed to USPO, USMS. (tlg) (Entered: 05/19/2017)",order
wvnd;;1:17-cr-00018,PRESENTENCE INVESTIGATION REPORT (Sealed) as to Anthony R. Siglinger. (dk) (Entered: 10/03/2017),report|sealed
wvsd;;5:16-cr-00029,"TRANSFER OF JURISDICTION as to Jamie Nicole Chidester. Received copies of indictment, judgment and docket sheet from Northern District of West Virginia (Attachments: # 1 Indictment, Judgment and Docket Sheet from the Northern District of WV) (cds)",transfer
wvsd;;2:16-cr-00118,PROBATION OFFICER ASSIGNMENT FOR PRESENTENCE REPORT as to Antonio Tarvares Johnson: Asa Gravley (sbk),report
wyd;;1:17-cr-00153,"Praecipe filed by Plaintiff USA, (Jacobson, Kerry) (Entered: 03/02/2018)",
ilnd;;1:17-cv-09070,"JOINT CONSENT to Exercise of Jurisdiction by a United States Magistrate Judge (lxs, ) (Entered: 04/12/2019)",bilateral
paed;;2:04-cr-00611,"Minute Sheet of 6/14/05 (Jury Trial Day-36) as to SHAMSUD-DIN ALI, JOHN JOHNSON AND JOHN CHRISTMAS before the HONORABLE BRUCE W. KAUFFMAN. JURY VERDICT: SHAMSUD-DIN ALI, Jury Finds defendant Guilty as to Counts 1 to 22 of the Superseding Indictment. Jury finds defendant Not Guilty as to Counts 23 to 26 of the Superseding Indictment. Jury undecided and Court declares Mistrial as to Counts 27 to 34 of the Superseding Indictment. JOHN CHRISTMAS, Jury Finds Defendant Not Guilty as to Counts 3 to 6 of the Superseding Indictment. Jury Undecided and Court declares Mistrial as to Count 46 of the Superseding Indictment. JOHN JOHNSON, Jury Finds defendant Guilty as to Counts 19-21 of the Superseding Indictment. Court Records the Verdict. Jury Polled, Dismissed. P.S.I. Ordered as to defendants Ali and Johnson. Defendant's to remain oun on bail pending sentencing. Defendnat Ali's Sentencing set for 9/19/05 at 10:00am. Defendant Johnson Sentencing is set for 9/20/05 at 10:00am. Court Reporter: ESR. (DT)(dt, ) (Entered: 06/14/2005)",jury trial|minute entry|trial|verdict
nvd;;2:16-cv-02525,"MOTION to Seal 333 Proposed Findings of Fact, 332 Brief, by Counter Claimants Dr. Reddy's Laboratories, Inc., Dr. Reddy's Laboratories, Ltd., Hikma Pharmaceuticals USA Inc., Defendants Dr. Reddy's Laboratories, Inc., Dr. Reddy's Laboratories, Ltd., Hikma Pharmaceuticals USA Inc.. (Fundakowski, Claire) (Entered: 01/07/2020)",motion|motion to seal
ctd;;3:16-cr-00186,"Consent Form as to Corey Horton to enter guilty plea before RAR. (Blue, A.) (Entered: 01/11/2018)",
gand;;3:15-cv-00163,"Consent MOTION for Extension of Time to File Responses re: 16 Amended MOTION to Stay , 10 MOTION TO DISMISS FOR FAILURE TO STATE A CLAIM , 18 MOTION for More Definite Statement , 22 MOTION to Stay Pending Resolution of Criminal Matters by Kimberly Barnett, Melanie Bowen, Jessica Kelley, Karen Law, Misti Piper. (Attachments: # 1 Text of Proposed Order)(Attwood, Eleanor) (Entered: 11/30/2015)",bilateral|motion|motion for time extension|motion to stay
cacd;;5:16-cv-01862,"CONSENT TO PROCEED before Magistrate Judge, in accordance with Title 28 Section 636(c) and F.R.CIV.P 73(b), (Shapiro, Brian) (Entered: 09/20/2016)",bilateral
njd;;3:17-cv-03944,"Case Opening Notification: All parties must file the Notice Regarding Magistrate Judge Jurisdiction Form consenting to or opting out of the Magistrate Judge jurisdiction. Click here for the instructions. and all non-governmental organizational parties (corporations, limited liability companies, limited liability partnerships) must file Disclosure of Organizational Interests Certificate (moed-0001.pdf). Judge Assigned: U.S. Magistrate Judge Nannette A. Baker. (BAK) (Entered: 02/10/2017)",
lamd;;3:17-cv-00323,ORDER of Reference: The foregoing matter is referred to a United States Magistrate Judge for the conduct of all further proceedings and the entry of judgment in accordance with 28 USC 636(c) and the foregoing consent of the parties. Signed by Judge John W. deGravelles on 1/28/2019. (SWE) (Entered: 01/28/2019),order
flmd;;3:17-cv-00914,"NOTICE of designation under Local Rule 3.05 - track 2. Signed by Deputy Clerk on 8/15/2017. (Attachments: # 1 Case Management Report Form, # 2 Consent Letter and Form)(JW) (Entered: 08/15/2017)",notice
scd;;3:17-cv-03064,"STIPULATION of Dismissal With Prejudice by A. P., Geoffrey Ridgeway. (Attachments: # 1 Exhibit Consent Signature of Pro Se Defendant Rogan, # 2 Certificate of Service on Pro Se Defendant Rogan)(Coskrey, Blaney) (Entered: 12/19/2019)",bilateral|dismiss with prejudice|settlement resolution|stipulation|stipulation of dismissal
cod;;1:16-cv-02319,"CASE REASSIGNED. All parties do not consent. This case is reassigned to Judge Philip A. Brimmer. All future pleadings should be designated as 16-cv-02319-PAB. (Text Only Entry) (slibi, ) (Entered: 11/14/2016)",
akd;;1:16-cr-00005,"CONSENT TO TRIAL BEFORE US MAGISTRATE JUDGE by Gabriel T. Karim (McGrady, Jamie) (Entered: 04/22/2016)",bilateral
idd;;1:17-cv-00283,"NOTICE by Cory Edwards, James Hollingsworth of Consents to Join (Attachments: # 1 Exhibit A-Consents to Join (6))(Kimble, Andrew)",bilateral|notice
caed;;2:17-cv-01303,"PRISONER NEW CASE DOCUMENTS and ORDER RE CONSENT ISSUED; Consent or Decline due by 7/31/2017 (Attachments: # 1 Order re Consent) (Hunt, G) (Entered: 06/27/2017)",order
paed;;2:07-cr-00199,Official Verdict Form as to ROBERT P. MERZ.(ke) (Entered: 06/05/2009),verdict
cacd;;2:16-cv-06108,"MINUTES IN CHAMBERS (REDACTED): FINDINGS OF FACT AND CONCLUSIONS OF LAW signed by Judge S. James Otero.For the foregoing reasons, the Court finds in favor of Kia Motors America, Inc. and Kia Motors Corporation and against Allstate Insurance Company. Plaintiffs request for a permanent injunction is DENIED. (lc) Modified on 12/22/2017 (lc). (Entered: 12/22/2017)",mentions conclusions|minute entry
dcd;;1:17-cv-00240,"MINUTE ORDER modifying 44 Omnibus Pretrial Order paragraph 11. The parties must submit a proposed verdict form by Tuesday, January 22, 2019. Signed by Judge Amit P. Mehta on 01/18/2019. (lcapm3) (Entered: 01/18/2019)",minute entry|order
flsd;;2:16-cr-14009,"JURY VERDICT as to Todd Erling Becker (1) Guilty on all Count 1s-2s,3s,4s,5s,6s (cf) (Additional attachment(s) added on 2/21/2017: # 1 Restricted Unredacted Jury Note/Verdict) (dj). (Entered: 11/22/2016)",verdict
nysd;;1:16-cv-07931,"ORDER: granting 52 Letter Motion for Extension of Time. Application GRANTED. The Court's Individual Practices require that the parties' stipulations of fact be included in their Joint Pretrial Order. The parties may not submit an incomplete Joint Pretrial Order. Accordingly, the parties shall have until September 29, 2017 to submit their Joint Pretrial Order and proposed findings of fact and conclusions of law. The parties' pre-trial memoranda are due by September 22, 2017. SO ORDERED. Pretrial Order due by 9/29/2017. (Signed by Judge Valerie E. Caproni on 9/21/2017) (ama) (Entered: 09/21/2017)",mentions conclusions|order
mad;;1:17-cr-10265,"Judge Denise J. Casper: ELECTRONIC ORDER entered granting 4 Motion for Leave to Appear Pro Hac Vice Added Paul D. Petruzzi. Attorneys admitted Pro Hac Vice must register for electronic filing if the attorney does not already have an ECF account in this district. To register go to the Court website at www.mad.uscourts.gov. Select Case Information, then Electronic Filing (CM/ECF) and go to the CM/ECF Registration Form. as to Sally Ann Johnson (1) (Hourihan, Lisa) (Entered: 09/28/2017)",order
ilsd;;3:16-cv-01088,"MEMORANDUM AND ORDER, The Court DENIES Marlow's to alter or amend the judgment pursuant to Rule 59(e), which the Court construes as a motion to vacate the judgement under Rule 60(b) (Doc. 92), DENIES Marlow's alternative motion for a new trial pursuant to Rule 59(a)(1)(A) (Doc. 92), GRANTS Sawyer's motion to tax costs pursuant to Rule 68(d) (Doc. 81). The Court DIRECTS the Clerk of Court to tax costs against Marlow in the amount of $687.85. The Court RESERVES RULING on Marlow's bill of costs (Docs. 83 & 86). Marlow shall have up to and including April 20, 2018, to supplement his current bill of costs with the verification and supporting documentation as explained above. Sawyer shall have seven days to respond to Marlow's supplemental filing. Signed by Judge J. Phil Gilbert on 3/22/2018. (jdh) (Entered: 03/22/2018)",memorandum|order
ilnd;;1:03-cr-00090,"MINUTE entry before the Honorable Harry D. Leinenweber as to Steven Perez, Order mistrial declared, jury unable to reach unanimous verdict. Status hearing set for 1/21/2009 at 09:00 AM.. Enter excludable delay in the interest of justice to begin 12/10/08 and end 1/21/09 pursuant to 18:3161(h)(8)(A)(B). Mailed notice (emd, ) (Entered: 12/23/2008)",minute entry
tnmd;;3:17-cv-01440,"Proposed Findings of Fact and Conclusions of Law by Christopher Everly, Patrice Y. Everly, Phillip J. Everly, Everly and Sons Music (BMI), The Phillip Everly Family Trust. (Parsons, William) (Entered: 10/20/2020)",findings of fact|mentions conclusions|proposed
ilnd;;1:14-cv-01500,"NOTICE of Motion by Thomas F Hurka for presentment of motion for judgment not withstanding the verdict 168 before Honorable Susan E. Cox on 4/23/2019 at 09:30 AM. (Hurka, Thomas) (Entered: 04/16/2019)",notice|notice of motion
nced;;7:17-cr-00035,"Minute Entry for proceedings held before Chief Judge James C. Dever III in Raleigh: Defendant present with counsel and Assistant U.S. Attorney present for USA. Motion Hearing as to Archie Lynn Strickland held on 6/30/2017 regarding 96 Consent MOTION for Detention Hearing Review filed by Archie Lynn Strickland. Government presents evidence - Defendant presents evidence - arguments by both parties. Findings of fact and conclusions of law stated on the record by the court. Court denies the motion, and remands the defendant to custody pending further proceedings. Written order to follow. (Court Reporter Amy Condon) (Briggeman, N.) (Entered: 06/30/2017)",mentions conclusions|minute entry
cacd;;2:16-cv-00784,"STATEMENT of UNCONTROVERTED FACTS AND CONCLUSIONS OF LAW NOTICE OF MOTION AND MOTION for Summary Judgment as to Based on Plaintiff's Failure to Administrative Remedies 69 filed by Defendant P Finander. (Chu-Fujita, Betty) (Entered: 06/23/2017)",findings of fact|mentions conclusions
casd;;3:16-cv-00724,"ORDER : (1) Setting Briefing Schedule for Defendant's Motion for New Trial; and (2) Setting Hearing for Defendant's Motion for Judgment as a Matter of Law [ECF Nos. 111 , 130 ]. Responses due by 12/21/2018 Replies due by 1/4/2019. Motion Hearing set for 2/1/2019 01:30 PM in Courtroom 2D before Judge Gonzalo P. Curiel. Signed by Judge Gonzalo P. Curiel on 12/10/2018.(anh) (Entered: 12/10/2018)",order
